age,author,brand,category,color,condition,duration,editor,id,image_height,image_url,image_width,images_count,material,price,product_description,product_height,product_length,product_name,product_size,product_width,shoe_size,store_name,sub_category_1,sub_category_2,sub_category_3,sub_category_4,vintage,warranty,weight,wifi,year,pixels
-1,-1,-1,6,-1,1,1.0,-1,3827,1100.0,3797,1100.0,8,-1,25.0,3818,,,3441,-1,,,3,-1,-1,-1,-1,-1,-1,320.0,-1,,1210000.0
-1,-1,-1,0,12,0,0.0,-1,3828,2416.0,3798,4008.0,3,-1,23.0,3819,,,-1,6,,,28,-1,-1,-1,-1,0,-1,1000.0,-1,,9683328.0
-1,-1,1324,2,0,3,0.0,-1,3829,1292.0,3799,3783.0,3,159,20.0,3820,,,3442,4,,,17,2,0,-1,-1,0,-1,320.0,-1,,4887636.0
-1,-1,-1,2,14,4,0.0,-1,3830,1004.0,3800,1004.0,4,862,10.0,3821,,,-1,-1,,,22,82,2,39,-1,0,-1,300.0,-1,,1008016.0
-1,-1,406,2,6,2,1.0,-1,3831,1391.0,3801,2823.0,3,159,9.0,3822,,,3443,9,,,17,2,0,-1,-1,0,-1,350.0,-1,,3926793.0
-1,-1,-1,1,2,0,1.0,-1,3832,,129,,0,143,10.0,3823,,,3444,-1,,,15,1,-1,-1,-1,1,-1,450.0,-1,,
-1,301,-1,6,-1,0,2.0,21,3833,250.0,3802,405.0,1,-1,2.4,3824,,,2000,-1,,,32,-1,-1,-1,-1,-1,-1,230.0,-1,1994.0,101250.0
-1,-1,343,2,0,3,1.0,-1,3834,1663.0,3803,3605.0,3,114,15.0,3825,,,1158,3,,,17,2,0,31,-1,0,-1,200.0,-1,,5995115.0
-1,499,-1,6,-1,0,2.0,340,3835,616.0,3804,616.0,1,-1,1.2,3826,,,3445,-1,,,32,-1,-1,-1,-1,-1,-1,248.0,-1,1988.0,379456.0
-1,-1,-1,1,14,0,2.0,-1,3836,4608.0,3805,3072.0,4,863,5.0,3827,,,3446,-1,,,10,38,-1,-1,-1,0,-1,300.0,-1,,14155776.0
-1,-1,1325,1,6,1,2.0,-1,3837,1100.0,3806,733.0,4,-1,80.0,3828,,,3447,-1,,,6,3,4,-1,-1,1,-1,760.0,-1,,806300.0
-1,-1,1326,1,-1,0,0.0,-1,3838,938.0,3807,1454.0,3,-1,60.0,3829,,,3021,-1,,,6,3,-1,-1,-1,1,-1,800.0,-1,,1363852.0
-1,-1,1327,0,7,0,1.0,-1,3839,2448.0,3808,2448.0,8,864,15.0,3830,,,3448,1,,,19,27,4,-1,-1,0,-1,1200.0,-1,,5992704.0
-1,-1,-1,1,-1,0,1.0,-1,3840,2992.0,3809,2992.0,5,-1,20.0,3831,,,3449,-1,,,5,1,-1,-1,-1,0,-1,900.0,-1,,8952064.0
-1,-1,1328,1,0,1,2.0,-1,3841,2746.0,3810,1800.0,3,865,10.0,3832,,,3450,-1,,,0,38,-1,-1,-1,1,-1,1260.0,-1,,4942800.0
-1,-1,1329,2,-1,4,0.0,-1,3842,2000.0,3811,2000.0,3,-1,30.0,3833,,,3451,-1,,,31,-1,-1,-1,-1,1,-1,500.0,-1,,4000000.0
-1,-1,-1,1,11,0,0.0,-1,3843,2113.0,3812,2000.0,3,406,15.0,3834,,,3452,-1,,,31,3,-1,-1,-1,1,-1,1500.0,-1,,4226000.0
-1,-1,1330,1,3,0,2.0,-1,3844,4608.0,3813,3072.0,4,27,75.0,3835,,,3453,-1,,,10,38,-1,-1,-1,-1,-1,1100.0,-1,,14155776.0
-1,-1,1331,1,0,0,0.0,-1,3845,1070.0,3814,1108.0,1,866,40.0,3836,,,3454,-1,,,33,64,-1,-1,-1,0,-1,1200.0,-1,,1185560.0
-1,-1,890,0,1,2,1.0,-1,3846,2048.0,3815,1536.0,4,52,20.0,3837,,,3455,-1,,,21,16,38,-1,-1,-1,-1,32.0,-1,,3145728.0
-1,-1,114,0,3,3,1.0,-1,3847,1761.0,3816,3354.0,2,867,5.0,3838,,,3456,17,,,17,0,10,28,-1,0,-1,116.0,-1,,5906394.0
-1,-1,1332,0,13,3,2.0,-1,3848,810.0,3817,1080.0,4,-1,8.0,3839,,,3457,1,,,9,25,-1,-1,-1,-1,-1,500.0,-1,,874800.0
-1,41,-1,6,-1,0,2.0,341,3849,3556.0,3818,3556.0,2,-1,35.0,3840,,,3458,-1,,,29,-1,-1,-1,-1,-1,-1,4075.0,-1,1880.0,12645136.0
-1,-1,-1,0,-1,0,0.0,-1,3850,3072.0,3819,2304.0,3,-1,30.0,3841,,,3459,-1,,,14,53,4,-1,-1,0,-1,1000.0,-1,,7077888.0
-1,-1,69,0,2,2,2.0,-1,3851,1200.0,3820,1600.0,3,-1,3.5,3842,,,3460,2,,,9,9,-1,-1,-1,-1,-1,300.0,-1,,1920000.0
-1,-1,-1,4,-1,0,2.0,-1,3852,1100.0,3821,1100.0,1,-1,15.0,3843,,,3461,-1,,,3,105,9,28,-1,-1,-1,1500.0,-1,,1210000.0
-1,-1,69,0,4,3,1.0,-1,3853,675.0,3822,900.0,3,-1,7.5,3844,,,3462,1,,,9,11,-1,-1,-1,-1,-1,250.0,-1,,607500.0
-1,-1,-1,0,4,0,1.0,-1,3854,2317.0,3823,3752.0,3,-1,5.0,3845,,,3463,2,,,0,25,-1,-1,-1,0,-1,350.0,-1,,8693384.0
-1,-1,1333,2,6,0,0.0,-1,3855,2448.0,3824,2448.0,6,868,4.0,3846,,,3464,5,,,18,2,0,-1,-1,0,-1,200.0,-1,,5992704.0
-1,-1,-1,0,6,0,2.0,-1,3856,2480.0,3825,3370.0,3,39,7.5,3847,,,3465,-1,,,0,44,26,-1,-1,0,-1,800.0,-1,,8357600.0
-1,-1,1334,2,11,0,1.0,-1,3857,2448.0,3826,2448.0,6,389,4.0,3848,,,3466,1,,,16,2,0,-1,-1,0,-1,100.0,-1,,5992704.0
-1,-1,-1,4,-1,1,0.0,-1,3858,1100.0,3827,1100.0,2,214,24.0,3849,,,3467,-1,,,3,36,19,-1,-1,0,-1,2500.0,-1,,1210000.0
-1,-1,1335,2,17,3,0.0,-1,3859,1551.0,3828,3193.0,2,-1,15.0,3850,,,3468,2,,,17,2,0,-1,-1,0,-1,205.0,-1,,4952343.0
-1,500,-1,6,-1,1,1.0,65,3860,400.0,3829,551.0,1,-1,3.0,3851,,,3469,-1,,,13,-1,-1,-1,-1,-1,-1,329.0,-1,1994.0,220400.0
-1,-1,-1,6,-1,1,0.0,-1,3861,1100.0,3830,1100.0,6,-1,30.0,3852,,,3470,-1,,,3,-1,-1,-1,-1,-1,-1,6800.0,-1,,1210000.0
-1,-1,1336,2,0,4,1.0,-1,3862,1314.0,3831,2823.0,2,869,10.0,3853,,,3471,3,,,17,2,0,-1,-1,0,-1,205.0,-1,,3709422.0
-1,-1,1337,0,6,0,2.0,-1,3863,1995.0,3832,3461.0,2,870,4.5,3854,,,3472,2,,,0,25,-1,-1,-1,0,-1,390.0,-1,,6904695.0
-1,-1,1338,1,16,1,0.0,-1,3864,1088.0,3833,1088.0,2,455,15.0,3855,,,3473,-1,,,22,1,-1,-1,-1,1,-1,1000.0,-1,,1183744.0
-1,-1,24,2,6,4,1.0,-1,3865,1536.0,3834,1536.0,3,871,15.0,3856,,,-1,8,,,2,2,0,-1,-1,0,-1,480.0,-1,,2359296.0
-1,-1,-1,2,-1,0,2.0,-1,3866,2200.0,3835,2200.0,4,-1,6.0,3857,,,3474,-1,,,8,2,11,-1,-1,0,-1,800.0,-1,,4840000.0
5,-1,1339,5,11,4,0.0,-1,3867,4128.0,3836,2164.0,3,-1,9.0,3858,,,-1,-1,,,17,118,-1,-1,-1,0,-1,160.0,-1,,8932992.0
-1,-1,219,0,6,4,1.0,-1,3868,2448.0,3837,2448.0,5,872,4.0,3859,,,3475,2,,,19,9,-1,-1,-1,0,-1,300.0,-1,,5992704.0
-1,-1,241,0,4,3,0.0,-1,3869,675.0,3838,900.0,3,-1,5.0,3860,,,3476,7,,,9,39,-1,-1,-1,-1,-1,300.0,-1,,607500.0
-1,501,31,6,7,0,2.0,342,3870,1100.0,3839,1100.0,3,-1,90.0,3861,,,3477,-1,,,3,-1,-1,-1,-1,0,-1,2726.0,-1,1898.0,1210000.0
-1,-1,1340,2,7,0,0.0,-1,3871,3456.0,3840,3456.0,5,78,50.0,3862,,,3478,-1,,,22,29,87,56,-1,0,-1,1000.0,-1,,11943936.0
-1,-1,-1,6,-1,0,0.0,-1,3872,777.0,3841,1024.0,4,-1,90.0,3863,,,3479,-1,,,6,-1,-1,-1,-1,-1,-1,1400.0,-1,,795648.0
-1,69,-1,6,-1,0,0.0,63,3873,616.0,476,616.0,1,-1,2.0,3864,,,433,-1,,,32,-1,-1,-1,-1,-1,-1,158.0,-1,1998.0,379456.0
-1,-1,-1,2,-1,4,2.0,-1,3874,1100.0,3842,1100.0,2,-1,6.0,3865,,,3480,-1,,,3,29,13,-1,-1,0,-1,500.0,-1,,1210000.0
-1,-1,1341,0,6,0,0.0,-1,3875,2448.0,3843,2448.0,4,873,6.0,3866,,,3481,-1,,40.0,18,56,25,-1,-1,-1,-1,610.0,-1,,5992704.0
-1,-1,-1,1,16,0,2.0,-1,3876,1100.0,3844,1100.0,3,155,40.0,3867,,,3482,-1,,,3,3,9,-1,-1,1,-1,1150.0,-1,,1210000.0
-1,-1,28,0,2,2,0.0,-1,3877,2448.0,3845,2448.0,6,874,6.0,3868,,,3483,4,,,19,25,-1,-1,-1,0,-1,500.0,-1,,5992704.0
-1,502,-1,6,0,4,1.0,343,3878,1961.0,3846,2867.0,3,-1,10.0,3869,,,3484,-1,,,0,-1,-1,-1,-1,-1,-1,760.0,-1,2009.0,5622187.0
-1,-1,1342,0,-1,1,0.0,-1,3879,2200.0,3847,2200.0,6,-1,8.0,3870,,,3485,-1,,38.0,8,121,4,5,-1,1,-1,1600.0,-1,,4840000.0
-1,-1,1343,4,0,0,1.0,-1,3880,2968.0,3848,2968.0,3,-1,5.0,3871,,,3486,-1,,,30,47,-1,-1,-1,1,-1,115.0,-1,,8809024.0
-1,-1,781,2,11,2,0.0,-1,3881,1536.0,3849,1536.0,4,294,6.0,3872,,,-1,-1,,,2,2,11,-1,-1,1,-1,700.0,-1,,2359296.0
-1,503,31,6,3,1,2.0,344,3882,1100.0,3850,1100.0,3,-1,34.0,3873,,,3487,-1,,,3,80,-1,-1,-1,0,-1,838.0,-1,1921.0,1210000.0
-1,-1,109,0,7,1,1.0,-1,3883,2448.0,3851,2448.0,7,178,12.0,3874,,,3488,-1,,,18,16,-1,-1,-1,0,-1,800.0,-1,,5992704.0
-1,-1,-1,0,0,4,1.0,-1,3884,1536.0,3852,1536.0,4,875,6.0,3875,,,-1,7,,,2,10,-1,-1,-1,1,-1,70.0,-1,,2359296.0
-1,-1,-1,1,0,0,0.0,-1,3885,4608.0,3853,3456.0,3,-1,15.0,3876,,,3489,-1,,,41,13,-1,-1,-1,1,-1,1000.0,-1,,15925248.0
-1,504,-1,6,-1,0,1.0,345,3886,4608.0,3854,3072.0,4,-1,32.0,3877,,,3490,-1,,,21,30,-1,-1,-1,-1,-1,443.0,-1,1999.0,14155776.0
-1,-1,-1,1,-1,0,2.0,-1,3887,1100.0,3855,1100.0,2,-1,65.0,3878,,,3491,-1,,,3,60,72,-1,-1,-1,-1,4500.0,-1,,1210000.0
-1,-1,-1,4,-1,1,1.0,-1,3888,1100.0,3856,1100.0,3,-1,38.0,3879,,,3492,-1,,,3,22,-1,-1,-1,0,-1,3000.0,-1,,1210000.0
-1,113,-1,6,0,0,2.0,38,3889,1058.0,3857,1278.0,3,-1,3.0,3880,,,3493,-1,,,34,-1,-1,-1,-1,-1,-1,400.0,-1,1983.0,1352124.0
-1,-1,1344,1,0,2,0.0,-1,3890,1780.0,3858,2552.0,2,270,5.0,3881,,,3494,-1,,,0,-1,-1,-1,-1,0,-1,30.0,-1,,4542560.0
-1,-1,1345,0,2,3,2.0,-1,3891,480.0,3859,640.0,7,-1,9.0,3882,,,3495,-1,,,9,51,-1,-1,-1,-1,-1,500.0,-1,,307200.0
-1,-1,1346,0,0,4,2.0,-1,3892,3456.0,3860,3456.0,7,876,15.0,3883,,,3496,3,,,30,39,-1,-1,-1,0,-1,700.0,-1,,11943936.0
-1,-1,-1,1,-1,0,2.0,-1,3893,1100.0,3861,1100.0,2,-1,12.0,3884,,,3497,-1,,,3,31,4,-1,-1,-1,-1,450.0,-1,,1210000.0
-1,-1,-1,1,14,0,0.0,-1,3894,,129,,0,-1,90.0,3885,,,3498,-1,,,15,3,9,-1,-1,1,-1,300.0,-1,,
-1,362,-1,6,0,0,0.0,65,3895,3737.0,3862,4425.0,3,-1,8.0,2775,,,3499,-1,,,34,75,41,-1,-1,-1,-1,350.0,-1,1962.0,16536225.0
-1,-1,504,1,11,0,0.0,-1,3896,2448.0,3863,2448.0,7,67,25.0,3886,,,3500,-1,,,7,64,14,-1,-1,0,-1,746.0,-1,,5992704.0
-1,-1,-1,1,0,0,0.0,-1,3897,4272.0,3864,4272.0,3,-1,65.0,3887,,,3501,-1,,,36,83,-1,-1,-1,1,-1,4000.0,-1,,18249984.0
-1,-1,1336,2,6,3,2.0,-1,3898,1349.0,3865,3612.0,5,159,20.0,3888,,,3502,2,,,17,2,0,98,22,0,-1,800.0,-1,,4872588.0
-1,-1,241,0,6,3,2.0,-1,3899,675.0,3866,900.0,4,-1,4.5,3889,,,3503,2,,,9,27,4,-1,-1,-1,-1,600.0,-1,,607500.0
-1,-1,-1,0,0,0,0.0,-1,3900,547.0,3867,1000.0,3,447,7.0,3890,,,3504,3,,,24,121,15,-1,-1,1,-1,500.0,-1,,547000.0
-1,95,-1,4,-1,0,1.0,136,3901,1100.0,3868,1100.0,2,-1,13.0,3891,,,3505,-1,,,3,52,67,55,-1,0,-1,700.0,-1,1987.0,1210000.0
-1,-1,16,2,11,4,1.0,-1,3902,2448.0,3869,2448.0,6,71,12.0,3892,,,3506,-1,,39.0,19,2,64,7,-1,0,-1,700.0,-1,,5992704.0
-1,-1,-1,1,14,0,0.0,-1,3903,,129,,0,-1,160.0,3893,,,3507,-1,,,15,1,9,-1,-1,1,-1,565.0,-1,,
-1,-1,-1,0,3,2,0.0,-1,3904,1536.0,2630,2048.0,3,-1,13.0,2642,,,3508,5,,,43,37,4,-1,-1,0,-1,300.0,-1,,3145728.0
-1,114,-1,7,0,0,0.0,44,3905,1080.0,3870,1387.0,3,-1,4.0,791,,,3509,-1,,,34,5,67,-1,-1,0,-1,400.0,-1,1969.0,1497960.0
-1,-1,1347,0,7,0,0.0,-1,3906,2803.0,3871,4415.0,7,877,149.0,3894,,,3510,1,,,0,27,40,-1,-1,0,-1,1750.0,-1,,12375245.0
-1,505,-1,6,-1,1,0.0,346,3907,2501.0,3872,3402.0,4,-1,10.0,3895,,,3511,-1,,,0,122,-1,-1,-1,-1,-1,435.0,-1,1974.0,8508402.0
-1,-1,-1,2,3,0,2.0,-1,3908,2761.0,3873,3103.0,4,148,9.0,3896,,,-1,3,,,28,2,0,36,23,-1,-1,200.0,-1,,8567383.0
-1,-1,-1,3,-1,0,0.0,-1,3909,424.0,3874,447.0,1,-1,32.4,3897,,,3512,-1,,,39,95,-1,-1,-1,-1,-1,5000.0,-1,,189528.0
14,-1,370,0,6,0,0.0,-1,3910,2448.0,3875,2448.0,5,83,4.0,3898,,,3513,-1,,,18,103,74,-1,-1,0,-1,100.0,-1,,5992704.0
-1,-1,1348,1,11,0,2.0,-1,3911,3024.0,3876,3024.0,2,49,30.0,3899,,,3514,-1,,,36,1,4,37,-1,1,-1,5000.0,-1,,9144576.0
-1,-1,32,2,2,4,1.0,-1,3912,2448.0,3877,2448.0,2,18,6.0,3900,,,3515,-1,,,19,2,11,-1,-1,0,-1,100.0,-1,,5992704.0
-1,-1,1349,0,0,0,0.0,-1,3913,1536.0,3878,1536.0,5,118,6.0,3901,,,-1,-1,,,2,35,4,-1,-1,0,-1,140.0,-1,,2359296.0
-1,-1,1350,0,6,0,0.0,-1,3914,2448.0,3879,2448.0,4,878,12.0,3902,,,3516,5,,,20,110,-1,-1,-1,-1,-1,1015.0,-1,,5992704.0
-1,-1,-1,0,6,3,2.0,-1,3915,675.0,3880,900.0,5,-1,5.0,3903,,,3517,1,,,9,121,-1,-1,-1,1,-1,500.0,-1,,607500.0
-1,-1,1351,1,7,0,1.0,-1,3916,3072.0,3881,3474.0,4,-1,230.0,3904,80.0,77.0,3518,-1,60.0,,15,139,-1,-1,-1,1,-1,300000.0,-1,,10672128.0
-1,-1,241,0,2,3,1.0,-1,3917,675.0,3882,900.0,4,-1,6.2,3905,,,3519,1,,,9,11,-1,-1,-1,-1,-1,250.0,-1,,607500.0
-1,-1,1352,0,2,3,2.0,-1,3918,810.0,3883,1080.0,4,-1,5.0,3906,,,3520,1,,,9,39,-1,-1,-1,-1,-1,300.0,-1,,874800.0
-1,506,-1,6,-1,0,2.0,36,3919,616.0,3884,616.0,1,-1,6.4,3907,,,3521,-1,,,32,97,77,-1,-1,-1,-1,552.0,-1,2014.0,379456.0
-1,-1,-1,4,-1,0,1.0,-1,3920,4448.0,3885,3331.0,2,-1,8.0,3908,,,3522,-1,,,34,47,-1,-1,-1,0,-1,200.0,-1,,14816288.0
-1,-1,1353,2,3,2,0.0,-1,3921,2448.0,3886,2448.0,2,18,5.0,3909,,,3523,-1,,,19,29,98,19,-1,0,-1,300.0,-1,,5992704.0
-1,-1,1354,0,3,0,0.0,-1,3922,2448.0,3887,2448.0,7,879,4.0,3910,,,3524,1,,,18,0,4,-1,-1,0,-1,200.0,-1,,5992704.0
-1,-1,303,8,5,4,0.0,-1,3923,1100.0,3888,1100.0,5,-1,3.0,3911,,,3525,-1,,,3,-1,-1,-1,-1,0,-1,51.0,-1,,1210000.0
-1,-1,1355,0,3,3,1.0,-1,3924,1453.0,3889,2361.0,3,880,8.0,3912,,,-1,2,,,17,20,4,-1,-1,0,-1,850.0,-1,,3430533.0
-1,-1,-1,2,-1,0,1.0,-1,3925,1100.0,3890,1100.0,3,78,25.0,3913,,,3526,-1,,,3,2,11,-1,-1,0,-1,600.0,-1,,1210000.0
-1,190,-1,6,-1,0,2.0,58,3926,616.0,3891,616.0,1,-1,1.8,3914,,,3527,-1,,,32,-1,-1,-1,-1,-1,-1,232.0,-1,2000.0,379456.0
-1,-1,-1,1,3,0,1.0,-1,3927,800.0,3892,800.0,3,113,80.0,3915,,,3528,-1,,,2,-1,-1,-1,-1,1,-1,1400.0,-1,,640000.0
-1,-1,1356,0,-1,0,0.0,-1,3928,2200.0,3893,2200.0,3,881,28.0,3916,,,3529,-1,,,8,10,4,-1,-1,0,-1,500.0,-1,,4840000.0
-1,-1,-1,1,3,0,2.0,-1,3929,800.0,3894,800.0,3,8,55.0,3917,,,3530,-1,,,2,-1,-1,-1,-1,1,-1,1210.0,-1,,640000.0
-1,-1,28,0,12,2,0.0,-1,3930,2448.0,3895,2448.0,5,25,6.0,3918,,,3531,1,,,18,14,-1,-1,-1,0,-1,300.0,-1,,5992704.0
-1,-1,545,0,3,0,0.0,-1,3931,2448.0,3896,2448.0,8,882,6.0,3919,,,3532,1,,,20,25,4,-1,-1,0,-1,400.0,-1,,5992704.0
-1,-1,-1,1,1,1,1.0,-1,3932,,129,,0,231,8.0,3920,,,1103,-1,,,15,1,-1,-1,-1,1,-1,800.0,-1,,
-1,42,-1,6,-1,0,0.0,347,3933,1127.0,3897,1450.0,2,-1,6.0,3921,,,3533,-1,,,6,-1,-1,-1,-1,-1,-1,1300.0,-1,1981.0,1634150.0
-1,507,-1,6,-1,0,2.0,348,3934,616.0,3898,616.0,1,-1,8.9,3922,,,3534,-1,,,32,-1,-1,-1,-1,-1,-1,156.0,-1,1993.0,379456.0
-1,-1,1357,0,9,0,1.0,-1,3935,2448.0,3899,2448.0,7,83,6.0,3923,,,3535,2,,,20,25,4,-1,-1,0,-1,300.0,-1,,5992704.0
-1,508,-1,6,-1,0,2.0,201,3936,250.0,3900,311.0,1,-1,4.5,3924,,,3536,-1,,,13,65,77,-1,-1,-1,-1,374.0,-1,1991.0,77750.0
-1,-1,-1,1,-1,0,2.0,-1,3937,1000.0,3901,1000.0,3,-1,5.0,3925,,,3537,-1,,,11,1,-1,-1,-1,-1,-1,100.0,-1,,1000000.0
-1,-1,69,0,-1,3,2.0,-1,3938,810.0,3902,1080.0,3,-1,6.0,3926,,,3538,3,,,9,25,-1,-1,-1,-1,-1,300.0,-1,,874800.0
-1,-1,-1,1,-1,0,2.0,-1,3939,1100.0,3903,1100.0,2,-1,45.0,3927,,,3539,-1,,,3,15,-1,-1,-1,1,-1,2500.0,-1,,1210000.0
-1,301,-1,6,-1,0,0.0,21,3940,250.0,3904,404.0,1,-1,3.6,3928,,,3540,-1,,,13,-1,-1,-1,-1,-1,-1,298.0,-1,2005.0,101000.0
-1,509,-1,6,-1,0,2.0,30,3941,324.0,3905,475.0,1,-1,2.0,3929,,,3541,-1,,,32,-1,-1,-1,-1,-1,-1,592.0,-1,2002.0,153900.0
-1,-1,69,0,0,3,1.0,-1,3942,675.0,3906,900.0,3,-1,9.9,3930,,,3542,7,,,9,25,-1,-1,-1,-1,-1,500.0,-1,,607500.0
-1,-1,1358,0,17,2,0.0,-1,3943,3064.0,3907,3838.0,5,78,46.0,3931,,,-1,-1,,37.0,28,56,25,-1,-1,-1,-1,300.0,-1,,11759632.0
-1,-1,-1,1,3,1,2.0,-1,3944,4272.0,3908,2848.0,3,52,6.0,3932,,,3543,-1,,,28,-1,-1,-1,-1,1,-1,500.0,-1,,12166656.0
-1,510,-1,6,-1,1,2.0,10,3945,199.0,3909,245.0,1,-1,2.0,3933,,,3544,-1,,,13,73,-1,-1,-1,-1,-1,625.0,-1,1993.0,48755.0
-1,-1,1359,2,3,3,1.0,-1,3946,2012.0,3910,3459.0,2,114,5.0,3934,,,3545,10,,,17,2,0,22,-1,0,-1,140.0,-1,,6959508.0
-1,238,-1,6,-1,0,2.0,173,3947,400.0,3911,569.0,1,-1,2.0,3935,,,3546,-1,,,13,-1,-1,-1,-1,-1,-1,172.0,-1,2008.0,227600.0
-1,-1,1360,0,7,0,0.0,-1,3948,600.0,3912,601.0,3,78,25.0,3936,,,3547,-1,,,38,16,-1,-1,-1,1,-1,600.0,-1,,360600.0
-1,260,-1,6,-1,4,0.0,12,3949,616.0,3913,616.0,1,-1,3.0,3937,,,3548,-1,,,13,-1,-1,-1,-1,-1,-1,216.0,-1,1999.0,379456.0
-1,301,-1,6,-1,0,0.0,21,3950,250.0,3914,404.0,1,-1,1.5,3938,,,3549,-1,,,32,30,-1,-1,-1,-1,-1,212.0,-1,2011.0,101000.0
-1,-1,-1,4,-1,0,1.0,-1,3951,2200.0,3915,2200.0,2,-1,12.0,3939,,,3550,-1,,,8,99,4,-1,-1,1,-1,1000.0,-1,,4840000.0
-1,440,-1,6,-1,1,2.0,349,3952,2160.0,3916,2160.0,1,-1,10.0,3940,,,3551,-1,,,36,65,32,37,-1,-1,-1,1000.0,-1,1971.0,4665600.0
-1,-1,815,0,11,2,1.0,-1,3953,2448.0,3917,2448.0,4,339,4.0,3941,,,2712,20,,,20,32,4,-1,-1,0,-1,800.0,-1,,5992704.0
-1,-1,-1,1,-1,1,1.0,-1,3954,2000.0,3918,2000.0,3,883,15.0,3942,,,3552,-1,,,26,13,-1,-1,-1,1,-1,2000.0,-1,,4000000.0
-1,-1,-1,3,-1,3,2.0,-1,3955,500.0,3919,346.0,4,-1,179.0,3943,,,3553,-1,,,39,132,-1,-1,-1,-1,-1,4000.0,-1,,173000.0
-1,-1,1361,0,0,0,0.0,-1,3956,2448.0,3920,2448.0,7,339,4.0,3944,,,3554,5,,,18,32,-1,-1,-1,-1,-1,1000.0,-1,,5992704.0
-1,-1,-1,0,6,4,1.0,-1,3957,1536.0,3921,1536.0,2,96,8.0,3945,,,-1,0,,,2,121,-1,-1,-1,0,-1,490.0,-1,,2359296.0
-1,-1,-1,1,14,0,2.0,-1,3958,3504.0,3922,1405.0,3,650,18.0,3946,,,3555,-1,,,0,31,-1,-1,-1,0,-1,300.0,-1,,4923120.0
-1,-1,1362,1,6,1,1.0,-1,3959,3317.0,3923,2268.0,5,-1,25.0,3947,,,3556,-1,,,1,3,-1,-1,-1,1,-1,1000.0,-1,,7522956.0
-1,-1,-1,4,7,0,1.0,-1,3960,3072.0,3924,4608.0,4,-1,52.0,3948,,,3557,-1,,,21,-1,-1,-1,-1,1,-1,922.0,-1,,14155776.0
-1,-1,55,2,11,0,1.0,-1,3961,2571.0,3925,2776.0,5,31,19.5,3949,,,3558,13,,,0,2,6,-1,-1,0,-1,900.0,-1,,7137096.0
-1,-1,223,0,8,3,0.0,-1,3962,1256.0,3926,3211.0,3,884,10.0,3950,,,-1,3,,,17,25,-1,-1,-1,0,-1,170.0,-1,,4033016.0
-1,-1,-1,9,-1,0,0.0,-1,3963,4000.0,3927,3000.0,5,-1,15.0,3951,,,3559,-1,,,11,38,-1,-1,-1,0,-1,200.0,-1,,12000000.0
-1,-1,658,0,6,4,1.0,-1,3964,2448.0,3928,2448.0,4,885,25.0,3952,,,3560,2,,,20,32,4,-1,-1,0,-1,400.0,-1,,5992704.0
-1,-1,1214,0,11,0,1.0,-1,3965,2448.0,3929,2448.0,5,886,8.0,3953,,,3561,5,,,19,68,4,-1,-1,0,-1,600.0,-1,,5992704.0
-1,-1,-1,1,6,1,1.0,-1,3966,1100.0,3930,1100.0,3,887,23.0,3954,,,3562,-1,,,3,3,4,-1,-1,-1,-1,2600.0,-1,,1210000.0
-1,-1,-1,1,-1,1,1.0,-1,3967,4608.0,3931,3072.0,1,-1,5.0,3955,,,3563,-1,,,15,1,4,-1,-1,1,-1,500.0,-1,,14155776.0
-1,-1,-1,9,-1,0,0.0,-1,3968,3072.0,3932,2304.0,4,-1,20.0,3956,60.0,33.0,3564,-1,26.0,,14,72,-1,-1,-1,0,-1,1300.0,-1,,7077888.0
-1,-1,-1,2,0,0,0.0,-1,3969,337.0,3933,342.0,8,413,250.0,3957,,,3565,-1,,,5,44,16,34,-1,0,-1,100.0,-1,,115254.0
-1,-1,1363,4,10,0,0.0,-1,3970,1387.0,3934,1910.0,3,-1,100.0,3958,,,3566,-1,,,6,-1,-1,-1,-1,1,-1,4700.0,-1,,2649170.0
-1,-1,-1,6,4,4,2.0,350,3971,574.0,3935,1100.0,2,-1,10.0,3959,,,3567,-1,,,34,80,-1,-1,-1,-1,-1,3200.0,-1,,631400.0
-1,-1,1364,0,0,3,1.0,-1,3972,810.0,3936,1080.0,4,-1,10.0,3960,,,3568,1,,,9,25,-1,-1,-1,-1,-1,400.0,-1,,874800.0
-1,-1,-1,1,0,0,2.0,-1,3973,4608.0,3937,3072.0,3,-1,5.0,3961,,,3569,-1,,,10,1,4,-1,-1,1,-1,10.0,-1,,14155776.0
-1,-1,-1,1,-1,0,0.0,-1,3974,1024.0,3938,783.0,3,-1,11.9,3962,,,3570,-1,,,6,1,-1,-1,-1,0,-1,1600.0,-1,,801792.0
-1,511,-1,6,-1,0,0.0,290,3975,,129,,0,-1,2.4,3963,,,3571,-1,,,32,-1,-1,-1,-1,-1,-1,208.0,-1,2007.0,
-1,-1,-1,4,0,0,2.0,-1,3976,4608.0,3939,3072.0,2,-1,1.0,3964,,,3572,-1,,,10,117,-1,-1,-1,0,-1,100.0,-1,,14155776.0
-1,512,-1,6,-1,1,1.0,351,3977,4272.0,3940,4272.0,2,-1,149.0,3965,,,3573,-1,,,36,-1,-1,-1,-1,-1,-1,8000.0,-1,,18249984.0
-1,-1,1204,0,6,0,0.0,-1,3978,2448.0,3941,2448.0,5,888,12.0,3966,,,3574,11,,,19,27,-1,-1,-1,0,-1,600.0,-1,,5992704.0
